影片名称,评分,类型,主演,上映日期,图片URL
黄河在这儿转了个弯,7.5,剧情／爱情,冯恩鹤／邬倩倩／毕福生,1986-02-01,https://p0.pipi.cn/mmdb/d2dad592b122ff8d33b12d4358e066d9c1155.jpg?imageView2/1/w/218/h/300
上海电影里的女人,暂无评分,悬疑／犯罪,Regina Rheda／Carlos Takeshi／Imara Reis,1987,https://p0.pipi.cn/mmdb/d2dad5927e15bf8d33cbae8671eb93546e2c8.jpg?imageView2/1/w/218/h/300
布谷催春,暂无评分,剧情,金鑫／刘继忠／王芳,1982-02-01,https://p0.pipi.cn/mmdb/d2dad592b12b1239dd39dd1742f8d38546e48.jpg?imageView2/1/w/218/h/300
射雕英雄传第三集,6.9,武侠／古装,傅声／郭追／裴艳玲,1981-11-12,https://p0.pipi.cn/mmdb/d2dad592b12f2a21f0cbae00b1992a73aaa4f.jpg?imageView2/1/w/218/h/300
东方秃鹰,7.3,剧情／动作／战争,洪金宝／元彪／吴汉润,1987-07-09,https://p0.pipi.cn/mmdb/d2dad592c7e7e1925706d607bffa85b6efb95.jpg?imageView2/1/w/218/h/300
厉鬼缠身,6.4,恐怖,徐淑媛／杨丽菁／顾冠忠,1987-05-14,https://p0.pipi.cn/mmdb/d2dad592b12923d23c5bf15777fbb177691a5.jpg?imageView2/1/w/218/h/300
春眠不觉晓,暂无评分,剧情,田成仁／浦克／王润身,1981-02-01,https://p0.pipi.cn/mmdb/d2dad592b12b127df550c8b1efbdc947e22ae.jpg?imageView2/1/w/218/h/300
谵妄,6.0,惊悚,塞伦娜·格兰蒂／Loredana Petricca／达里亚·尼古洛蒂,1987-04-10,https://p0.pipi.cn/basicdata/54ecded77e18d30faf339ec40cef89503e45d.jpg?imageView2/1/w/218/h/300
春城花满天,5.9,喜剧／歌舞,伯特·雷诺兹／多莉·帕顿／多姆·德路易斯,1982-07-23,https://p0.pipi.cn/mmdb/d2dad592b12f2a21f08077dceed1f36f0a6c2.jpg?imageView2/1/w/218/h/300
御猫三戏锦毛鼠,6.6,喜剧／动作／武侠／古装,张展鹏／郑少秋／傅声,1982-09-30,https://p0.pipi.cn/mmdb/d2dad592c7e7e139dd39dd2f8a5657ce274d3.jpg?imageView2/1/w/218/h/300
血红溅白纱,5.4,惊悚／恐怖,Caitlin O'Heaney／唐·斯卡尔蒂诺／詹姆斯·瑞布霍恩,1980-08-29,https://p0.pipi.cn/basicdata/54ecded78078d3e7aa7a35cb76b0b23bcc21e.jpg?imageView2/1/w/218/h/300
边缘战士,5.9,动作／惊悚／犯罪,阿诺德·施瓦辛格／凯思琳·哈罗德／达伦·麦克加文,1986-06-06 01:00,https://p0.pipi.cn/mmdb/d2dad592c7e7e1af3371f7ea90b222bfaae0c.jpg?imageView2/1/w/218/h/300
夜班巡逻警,暂无评分,喜剧,琳达·布莱尔／Pat Paulsen／杰伊·P·摩根,1984-11-16,https://p0.pipi.cn/mmdb/d2dad592b123385bf1b860be2bc854c6ffd6d.jpg?imageView2/1/w/218/h/300
希德姐妹帮,7.4,喜剧／犯罪,薇诺娜·瑞德／莎侬·多赫提／佩内洛普·米尔福,1989-01-21,https://p0.pipi.cn/mmdb/d2dad592b12b12e19b92573e4b47b1ae05e6b.jpg?imageView2/1/w/218/h/300
黑雨,8.1,剧情,北村和夫／大滝秀治／三池崇史,1989-05-13,https://p0.pipi.cn/basicdata/54ecded78078d3b12db86056c8aab751dcb4d.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
人民艺术家——赵丹,暂无评分,纪录片／短片／传记,赵丹,1985,https://p0.pipi.cn/mmdb/d2dad592e7a87ad7c392570bb2aeb00b8efa0.jpg?imageView2/1/w/218/h/300
摇滚时代广场,6.7,剧情／音乐,蒂姆·克里／Billy Mernit／Artie Weinstein,1980-10-17,https://p0.pipi.cn/basicdata/54ecded70308d3e5bcddd21dd03d9689aa063.jpg?imageView2/1/w/218/h/300
八旗子弟,7.3,剧情,陈道明／李殿馨／王运庭,1988-03-31,https://p0.pipi.cn/mmdb/d2dad592c7e7e1313911e5856c8346cabbc69.jpg?imageView2/1/w/218/h/300
少爷的磨难,7.4,喜剧,陈佩斯／李纬／胡庆树,1987-02-01,https://p0.pipi.cn/mmdb/d2dad592b1233807ac8d330aa68333c98766a.jpg?imageView2/1/w/218/h/300
台北甜心,暂无评分,剧情,刘瑞琪／素珠／罗璧玲,1982,https://p0.pipi.cn/basicdata/54ecded7030be187a9cf3eac4c717faf68700.jpg?imageView2/1/w/218/h/300
炮弹飞车2,5.1,喜剧／动作,伯特·雷诺兹／多姆·德路易斯／迪恩·马丁,1984-06-29,https://p0.pipi.cn/mmdb/d2dad592c7e7e1300b71f782b420b109f477d.jpg?imageView2/1/w/218/h/300
猛鬼街4：梦幻主宰,6.5,惊悚／恐怖,罗伯特·英格兰德／琳妮·奎格蕾／罗伯特·沙耶,1988-08-19 01:00,https://p0.pipi.cn/mmdb/d2dad592b12b12e19b21f0f412ce75cc17f6d.jpg?imageView2/1/w/218/h/300
菖蒲之舟,6.5,剧情／爱情／犯罪,萩原健一／原田美枝子／樋口可南子,1983-06-18,https://p0.pipi.cn/basicdata/54ecded70300e17e12c7eddf280038c0247d5.jpg?imageView2/1/w/218/h/300
心之魔,暂无评分,恐怖,,1983,https://p0.pipi.cn/basicdata/54ecded706d8d32ff787a912887f054f5b45b.jpg?imageView2/1/w/218/h/300
夜叉,7.7,剧情／爱情／犯罪,高仓健／石田良子／加治信子,1985-08-31,https://p0.pipi.cn/mmdb/d2dad592b12338338fddd263014564a40274a.jpg?imageView2/1/w/218/h/300
森林女王,6.3,动作／奇幻／冒险,坦娅·罗伯兹／泰德瓦斯／多诺万·斯科特,1984-08-17,https://p0.pipi.cn/mmdb/d2dad592b1251bc6969ab467331251827f96e.jpg?imageView2/1/w/218/h/300
第一茧,7.3,剧情／爱情／惊悚,刘德华／吴家丽／林聪,1989-04-15,https://p0.pipi.cn/mmdb/d2dad592b12b12e19b7df54d03f4dfd4d5525.jpg?imageView2/1/w/218/h/300
游泳者,暂无评分,剧情,Elguja Burduli／Ruslan Mikaberidze／Baadur Tsuladze,1981-12-02,https://p0.pipi.cn/basicdata/54ecded70300e1f2aa8077ec76015d09e0784.jpg?imageView2/1/w/218/h/300
鲁冰花,8.3,剧情／儿童／家庭,黄坤玄／李淑桢／于寒,1989-10-15,https://p0.pipi.cn/mmdb/d2dad592c7e7e1e19bd23cb514f85d9e67f64.jpg?imageView2/1/w/218/h/300
哆啦A梦：大雄的大魔境,7.1,科幻／动画／冒险,大山信代／野村道子／小原 乃梨子,1982-03-13,https://p0.pipi.cn/basicdata/54ecded78070e13ba367cb12a3b84ac7190f8.jpg?imageView2/1/w/218/h/300
肥猫流浪记,7.3,剧情,郑则仕／张曼玉／午马,1988-11-27,https://p0.pipi.cn/mmdb/d2dad592b12338f2aa51ba7dcc8330d358a5f.jpg?imageView2/1/w/218/h/300
幽灵电车X,暂无评分,动画,水岛裕／安原义人,1987-11-06,https://p0.pipi.cn/basicdata/54ecded78070e1537c338f0da62ad0b25fc9b.jpg?imageView2/1/w/218/h/300
日出,7.4,剧情,王诗槐／严翔／王馥荔,1985-02-01,https://p0.pipi.cn/mmdb/d2dad592b12923be2a501596775e300ad9663.jpg?imageView2/1/w/218/h/300
蛊,暂无评分,惊悚／恐怖,蓝琪／陈佩伶／曹金玲,1981,https://p0.pipi.cn/basicdata/54ecded7c698d317895bf1fee10d54af7e5d5.jpg?imageView2/1/w/218/h/300
浮生若梦,8.4,剧情,马克·哈蒙／Robert Picardo／伊芙·阿登,1980-05-12,https://p0.pipi.cn/basicdata/54ecded78078d30faf338fd265f56fdf7be4b.jpg?imageView2/1/w/218/h/300
巡回乐队管理员,暂无评分,喜剧／歌舞,密特·劳弗／卡其·亨特／阿特·卡尼,1980-06-13,https://p0.pipi.cn/mmdb/d2dad592b123380faf030c344c0e053692bfc.jpg?imageView2/1/w/218/h/300
魔翡翠,6.5,喜剧／动作／奇幻,刘德华／张敏／陈百祥,1986-09-17,https://p0.pipi.cn/mmdb/d2dad592c7e7e1e19bd23c49603f32ac3db32.jpg?imageView2/1/w/218/h/300
飞龙猛将,7.0,喜剧／动作／爱情,成龙／洪金宝／元彪,1988-02-11,https://p0.pipi.cn/mmdb/d2dad592c7e7e1be2ab8601082e822e35a21a.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
古国奇谭,暂无评分,奇幻,Yi-Chen Shih／卫子云／田野,1980,https://p0.pipi.cn/basicdata/54ecded7e7a0e19257339e757e7a657f7ce49.jpg?imageView2/1/w/218/h/300
半夜人,暂无评分,恐怖,汤兰花／方正／姜厚任,1981,https://p0.pipi.cn/basicdata/54ecded70300e1925792574dffaf06991c72b.jpg?imageView2/1/w/218/h/300
修道女 黑衣中的漩涡,暂无评分,剧情,石井雪江／古尾谷雅人／赤木理恵,1980-01-19,https://p0.pipi.cn/mmdb/d2dad592e7a71f3ba32ff7c5a990119d665ae.jpg?imageView2/1/w/218/h/300
小丑,暂无评分,剧情,Fernando Heitor／Paula Guedes／路易斯·卢卡斯,1987-10-31,https://p0.pipi.cn/basicdata/54ecded78078d38d3302ff3efe21ebc1836a6.jpg?imageView2/1/w/218/h/300
7匹狼,7.3,喜剧,王杰／庹宗华／张雨生,1989,https://p0.pipi.cn/mmdb/d2dad592b12338338fd7c35283cd2032c6903.jpg?imageView2/1/w/218/h/300
鬼貢頭,暂无评分,恐怖,,1980,https://p0.pipi.cn/basicdata/54ecded7e7a8d37df52ff702e7cae8db355f8.jpg?imageView2/1/w/218/h/300
大蒜胜十妈,7.4,纪录片,Antzonini Del Puerto／Kathleen Bendel／Mary T. Brown,1981-11-11,https://p0.pipi.cn/basicdata/54ecded77e10e1d23cd23c962b5e98da35cf5.jpg?imageView2/1/w/218/h/300
地狱来的女人,暂无评分,恐怖,陈鸿烈／杨惠姗／周绍栋,1981-11-19,https://p0.pipi.cn/basicdata/54ecded75370e1c6963ba356545313660e153.jpg?imageView2/1/w/218/h/300
海盗夺金冠,6.6,喜剧／冒险,沃尔特·马修／埃米利奥·费尔南德斯／伊安·杜利,1986-05-08,https://p0.pipi.cn/mmdb/d2dad592c7e7e121f0c7edc8d9ad347dd1ba2.jpg?imageView2/1/w/218/h/300
大话僵尸,暂无评分,喜剧／恐怖,朱宝意／杨庆煌／倪诗蓓,1989,https://p0.pipi.cn/basicdata/54ecded78070e18ea3ecd86fa0ec6ea023f46.jpg?imageView2/1/w/218/h/300
罪恶惊魂录,暂无评分,剧情,薛山／王建成／刘旭凌,1987-02-01,https://p0.pipi.cn/mmdb/25bfd68d8d30fa06d6f0eeb26cab2f6030979.jpg?imageView2/1/w/218/h/300
鬼图,暂无评分,剧情,石隽／白鹰／龙君儿,1980-08-23,https://p0.pipi.cn/basicdata/54ecded78070e1cf3e50c8ff2e5e45370b520.jpg?imageView2/1/w/218/h/300
郭素月棺中产子,暂无评分,恐怖,王宝玉／王瀚／郝曼丽,1980-10-17,https://p0.pipi.cn/basicdata/54ecded78070e121f07e12b4814605633833c.jpg?imageView2/1/w/218/h/300
邪撞邪,暂无评分,恐怖,Chang-uk An／Jong-suk Choe／Han Chang Hu,1983,https://p0.pipi.cn/basicdata/54ecded75370e121f0d23cfb57b32dfd9a3ca.jpg?imageView2/1/w/218/h/300
魔窟中的幻想,7.4,惊悚／恐怖／儿童,王春子／孙淳／奇梦石,1986-02-01,https://p0.pipi.cn/mmdb/d2dad592b12b12313950158dbc2fecd4af869.jpg?imageView2/1/w/218/h/300
家有恶夫,7.1,喜剧／犯罪,丹尼·德维托／贝特·迈德尔／祖德·莱茵霍尔德,1986-06-27 01:00,https://p0.pipi.cn/basicdata/54ecded78078d38077281ed555282ea83dbae.jpg?imageView2/1/w/218/h/300
天妖,5.1,恐怖,Charles King／Mark Kinsey Stephenson／Alexandra Durrell,1988-06,https://p0.pipi.cn/basicdata/54ecded78078d3807707ac60c96dd7740ec2a.jpg?imageView2/1/w/218/h/300
天赐奇缘,暂无评分,剧情,Lisa Coristine／Noah Slater／Stevie Vallance,1988-12-06,https://p0.pipi.cn/basicdata/54ecded70300e1f0eeb860656c6f21eabeaa1.jpg?imageView2/1/w/218/h/300
大小伙子,暂无评分,剧情,郝一平／陈国军／杨晓丹,1983-02-01,https://p0.pipi.cn/mmdb/d2dad592b12b12281e3139e100212e8d05026.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
大小不良,6.7,剧情／喜剧,岑建勋／张艾嘉／张同祖,1984-09-07,https://p0.pipi.cn/mmdb/d2dad592b12338501550c84faed8700b10fce.jpg?imageView2/1/w/218/h/300
人·猴,暂无评分,爱情／戏曲,许还山／朱碧云／田春奎,1983-02-01,https://p0.pipi.cn/mmdb/d2dad592b1292302ff338ff1b7ffe354b2661.jpg?imageView2/1/w/218/h/300
那天武大村,暂无评分,剧情,裴强／黄燕／Sinh Manh,1982-04-01,https://p0.pipi.cn/basicdata/54ecded7e7a0e17e1206d6e4f3d8c0aec1cc5.jpg?imageView2/1/w/218/h/300
北京合唱节,暂无评分,纪录片,,1982,https://p0.pipi.cn/mmdb/d2dad5927a30e1d236e7aaa6e306454147e83.jpg?imageView2/1/w/218/h/300
女王蜂,暂无评分,惊悚,柯俊雄／高振鹏／史亭根,1981-10-08,https://p0.pipi.cn/basicdata/54ecded77e10e1be2a50c88769e4567dfd212.jpg?imageView2/1/w/218/h/300
乞力马扎罗之钻,暂无评分,动作／恐怖／冒险,Katja Bienert／奥利维尔·马修／Daniel White,1983-06-03,https://p0.pipi.cn/basicdata/54ecded7e7a8d392579ab4b9c604cb68e5da3.jpg?imageView2/1/w/218/h/300
123,暂无评分,剧情,乔宏／Chun-Pui Chan／Ka Wai Cheng,1980-08-03,https://p0.pipi.cn/mmdb/d2dad592b12f2ad23c8ea3516b8d7d67cb88b.jpg?imageView2/1/w/218/h/300
有趣，你看起来不像200岁：一段合宪的杂耍,暂无评分,纪录片／家庭,Joseph Chander／理查德·德莱福斯／莉莎·博内特,1987-10-12,https://p0.pipi.cn/basicdata/54ecded706d0e111e506d6397e553a2d72882.jpg?imageView2/1/w/218/h/300
偷情先生,7.0,喜剧,钟镇涛／黄霑／李美凤,1989-01-01,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d23cbe123813f3fd9af9806.jpg?imageView2/1/w/218/h/300
大海计划,暂无评分,喜剧／剧情,易天行／王鸣增／朱凤岗,1987-01-01,https://p0.pipi.cn/mmdb/d2dad592b122ff0faf67cb7221d712029e254.jpg?imageView2/1/w/218/h/300
艋胛白骨奇案,暂无评分,剧情／悬疑／恐怖,葛小宝／李道洪／叶小霜,1980,https://p0.pipi.cn/basicdata/54ecded7e7a8d38d33281e6435a9b21d0d192.jpg?imageView2/1/w/218/h/300
小说家族之男烧衣,暂无评分,爱情／短片,梁家辉／薛芷伦,1987-01-01,https://p0.pipi.cn/mmdb/d2dad592b122ff338f7a3587b4d12191af6be.jpg?imageView2/1/w/218/h/300
妖,暂无评分,剧情／恐怖,Ho-won Bae／Yong-nam Ji／In-tae Kang,1981-03-14,https://p0.pipi.cn/basicdata/54ecded75370e150157e122a40539752c5758.jpg?imageView2/1/w/218/h/300
天外天小子,5.2,鬼怪,陈建昌／程天赐,1988-04-04,https://p0.pipi.cn/basicdata/54ecded78078d3338fe5bce185c1cde4e669a.jpg?imageView2/1/w/218/h/300
灵芝异形,暂无评分,科幻／儿童／奇幻,小彬彬／Ying Hung Chiu／Wei-Fei Chu,1988,https://p0.pipi.cn/mmdb/d2dad59206d7e1e5bcb5355adea326ee2141c.jpg?imageView2/1/w/218/h/300
浪花细沙,7.6,故事片,陈燕华／凌云／仲星火,1983-04-06,https://p0.pipi.cn/mmdb/d2dad592b125bf178939dd1115a6735f158a4.jpg?imageView2/1/w/218/h/300
天井桟敷・寺山修司・毛皮之玛丽,7.2,剧情,美轮明宏／Kimiaki Makino／若松武史,1983,https://p0.pipi.cn/basicdata/54ecded78078d37a353139193f6ae90ecfb5e.jpg?imageView2/1/w/218/h/300
穿越火线,暂无评分,战争,Boris Krichevsky／Aleksei Buldakov／塔吉亚娜·别多娃,1982-11,https://p0.pipi.cn/basicdata/54ecded7e7a8d3281e07acf20c4469145473c.jpg?imageView2/1/w/218/h/300
屈原,暂无评分,古装,,1986-06-09 01:00,https://p0.pipi.cn/basicdata/54ecded7e7a0e1f0ee92572fb0734ce3b24ed.jpg?imageView2/1/w/218/h/300
钻石大盗,暂无评分,剧情／惊悚／犯罪,弗朗索瓦·佩里埃／皮埃尔·蒙迪／安娜·帕里约,1983-02-02,https://p0.pipi.cn/basicdata/54ecded78078d3be12d23688a04ff950da79f.jpg?imageView2/1/w/218/h/300
7匹狼,7.3,喜剧,王杰／庹宗华／张雨生,1989,https://p0.pipi.cn/mmdb/d2dad592b12338338fd7c35283cd2032c6903.jpg?imageView2/1/w/218/h/300
罪恶惊魂录,暂无评分,剧情,薛山／王建成／刘旭凌,1987-02-01,https://p0.pipi.cn/mmdb/25bfd68d8d30fa06d6f0eeb26cab2f6030979.jpg?imageView2/1/w/218/h/300
海盗夺金冠,6.6,喜剧／冒险,沃尔特·马修／埃米利奥·费尔南德斯／伊安·杜利,1986-05-08,https://p0.pipi.cn/mmdb/d2dad592c7e7e121f0c7edc8d9ad347dd1ba2.jpg?imageView2/1/w/218/h/300
鬼图,暂无评分,剧情,石隽／白鹰／龙君儿,1980-08-23,https://p0.pipi.cn/basicdata/54ecded78070e1cf3e50c8ff2e5e45370b520.jpg?imageView2/1/w/218/h/300
碧玉惊魂夜,6.4,剧情／悬疑／惊悚／犯罪,罗伊·施奈德／梅丽尔·斯特里普／杰西卡·坦迪,1982-11-19,https://p0.pipi.cn/basicdata/54ecded78078d351ba71f70e48c94a3d8c1f7.jpg?imageView2/1/w/218/h/300
五府千岁大显圣,暂无评分,冒险／奇幻,翁筱玲／王莉／王利,1981,https://p0.pipi.cn/basicdata/54ecded7e7a0e1b860281e30c4fd12ecaf61f.jpg?imageView2/1/w/218/h/300
女子监狱大屠杀,4.7,剧情／动作,劳拉·佳姆瑟／加布里埃莱·丁蒂 ／Ursula Flores,1983-05-06,https://p0.pipi.cn/mmdb/d2dad592b12c7ebe122ff7bd05b5f1b8391fe.jpg?imageView2/1/w/218/h/300
One Voice,暂无评分,纪录片／音乐,巴里·吉布／Dan Sawyer／Nyle Steiner,1986-12-27,https://p0.pipi.cn/mmdb/d2dad592e7a0e1cbae11e56f251c90aaa9299.jpg?imageView2/1/w/218/h/300
Red Headed Stranger,暂无评分,西部,Marinell Madden／Bryan Fowler／威利·纳尔逊,1986-10-31,https://p0.pipi.cn/basicdata/54ecded70300e167cbf2aad8dc01a26180fa9.jpg?imageView2/1/w/218/h/300
医院大屠杀,5.4,惊悚／恐怖,Gloria Jean Morrison／Lanny Duncan／Elly Wold,1982-07-16,https://p0.pipi.cn/mmdb/d2dad59206d807030c71f72d16e9f05339960.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
家有恶夫,7.1,喜剧／犯罪,丹尼·德维托／贝特·迈德尔／祖德·莱茵霍尔德,1986-06-27 01:00,https://p0.pipi.cn/basicdata/54ecded78078d38077281ed555282ea83dbae.jpg?imageView2/1/w/218/h/300
天妖,5.1,恐怖,Charles King／Mark Kinsey Stephenson／Alexandra Durrell,1988-06,https://p0.pipi.cn/basicdata/54ecded78078d3807707ac60c96dd7740ec2a.jpg?imageView2/1/w/218/h/300
林投姐,暂无评分,惊悚／恐怖,柯俊雄／杨丽花／邓珏人,1988,https://p0.pipi.cn/basicdata/54ecded7e7a0e1c9fd395bc8f4056a2445bae.jpg?imageView2/1/w/218/h/300
魔窟中的幻想,7.4,惊悚／恐怖／儿童,王春子／孙淳／奇梦石,1986-02-01,https://p0.pipi.cn/mmdb/d2dad592b12b12313950158dbc2fecd4af869.jpg?imageView2/1/w/218/h/300
7匹狼,7.3,喜剧,王杰／庹宗华／张雨生,1989,https://p0.pipi.cn/mmdb/d2dad592b12338338fd7c35283cd2032c6903.jpg?imageView2/1/w/218/h/300
大蒜胜十妈,7.4,纪录片,Antzonini Del Puerto／Kathleen Bendel／Mary T. Brown,1981-11-11,https://p0.pipi.cn/basicdata/54ecded77e10e1d23cd23c962b5e98da35cf5.jpg?imageView2/1/w/218/h/300
天赐奇缘,暂无评分,剧情,Lisa Coristine／Noah Slater／Stevie Vallance,1988-12-06,https://p0.pipi.cn/basicdata/54ecded70300e1f0eeb860656c6f21eabeaa1.jpg?imageView2/1/w/218/h/300
小丑,暂无评分,剧情,Fernando Heitor／Paula Guedes／路易斯·卢卡斯,1987-10-31,https://p0.pipi.cn/basicdata/54ecded78078d38d3302ff3efe21ebc1836a6.jpg?imageView2/1/w/218/h/300
碧玉惊魂夜,6.4,剧情／悬疑／惊悚／犯罪,罗伊·施奈德／梅丽尔·斯特里普／杰西卡·坦迪,1982-11-19,https://p0.pipi.cn/basicdata/54ecded78078d351ba71f70e48c94a3d8c1f7.jpg?imageView2/1/w/218/h/300
邪撞邪,暂无评分,恐怖,Chang-uk An／Jong-suk Choe／Han Chang Hu,1983,https://p0.pipi.cn/basicdata/54ecded75370e121f0d23cfb57b32dfd9a3ca.jpg?imageView2/1/w/218/h/300
鬼貢頭,暂无评分,恐怖,,1980,https://p0.pipi.cn/basicdata/54ecded7e7a8d37df52ff702e7cae8db355f8.jpg?imageView2/1/w/218/h/300
修道女 黑衣中的漩涡,暂无评分,剧情,石井雪江／古尾谷雅人／赤木理恵,1980-01-19,https://p0.pipi.cn/mmdb/d2dad592e7a71f3ba32ff7c5a990119d665ae.jpg?imageView2/1/w/218/h/300
罪恶惊魂录,暂无评分,剧情,薛山／王建成／刘旭凌,1987-02-01,https://p0.pipi.cn/mmdb/25bfd68d8d30fa06d6f0eeb26cab2f6030979.jpg?imageView2/1/w/218/h/300
大小伙子,暂无评分,剧情,郝一平／陈国军／杨晓丹,1983-02-01,https://p0.pipi.cn/mmdb/d2dad592b12b12281e3139e100212e8d05026.jpg?imageView2/1/w/218/h/300
五府千岁大显圣,暂无评分,冒险／奇幻,翁筱玲／王莉／王利,1981,https://p0.pipi.cn/basicdata/54ecded7e7a0e1b860281e30c4fd12ecaf61f.jpg?imageView2/1/w/218/h/300
地狱来的女人,暂无评分,恐怖,陈鸿烈／杨惠姗／周绍栋,1981-11-19,https://p0.pipi.cn/basicdata/54ecded75370e1c6963ba356545313660e153.jpg?imageView2/1/w/218/h/300
海盗夺金冠,6.6,喜剧／冒险,沃尔特·马修／埃米利奥·费尔南德斯／伊安·杜利,1986-05-08,https://p0.pipi.cn/mmdb/d2dad592c7e7e121f0c7edc8d9ad347dd1ba2.jpg?imageView2/1/w/218/h/300
大话僵尸,暂无评分,喜剧／恐怖,朱宝意／杨庆煌／倪诗蓓,1989,https://p0.pipi.cn/basicdata/54ecded78070e18ea3ecd86fa0ec6ea023f46.jpg?imageView2/1/w/218/h/300
鬼图,暂无评分,剧情,石隽／白鹰／龙君儿,1980-08-23,https://p0.pipi.cn/basicdata/54ecded78070e1cf3e50c8ff2e5e45370b520.jpg?imageView2/1/w/218/h/300
女子监狱大屠杀,4.7,剧情／动作,劳拉·佳姆瑟／加布里埃莱·丁蒂 ／Ursula Flores,1983-05-06,https://p0.pipi.cn/mmdb/d2dad592b12c7ebe122ff7bd05b5f1b8391fe.jpg?imageView2/1/w/218/h/300
飙,8.5,短片／音乐／歌舞,迈克尔·杰克逊／Alberto Alejandrino／保罗·考尔德伦,1987-08-31 01:00,https://p0.pipi.cn/mmdb/d2dad592e7a87a923550c89eff953d1a8ac2f.jpg?imageView2/1/w/218/h/300
鳄鱼邓迪,6.6,喜剧／动作／冒险,保罗· 霍根／琳达·科斯罗斯基／约翰·梅永,1986-04-24,https://p0.pipi.cn/mmdb/d2dad592b12b1221f0be2a3863626ca7a2509.jpg?imageView2/1/w/218/h/300
下班后,7.7,剧情／喜剧／惊悚,格里芬·邓恩／罗珊娜·阿奎特／弗娜·布鲁姆,1985-09-11,https://p0.pipi.cn/basicdata/54ecded78070e106d6807793d81624b2750a9.jpg?imageView2/1/w/218/h/300
花的幻想,7.0,剧情／历史,格拉日娜·沙波沃夫斯卡／乔治·切豪尔米／伊里·阿达米拉,1985-01-10,https://p0.pipi.cn/basicdata/54ecded78078d39ab4c696874768676f77838.jpg?imageView2/1/w/218/h/300
红粉佳人,6.8,剧情／喜剧／爱情,莫利·林沃德／哈利·戴恩·斯坦通／乔恩·克莱尔,1986-01-29,https://p0.pipi.cn/basicdata/54ecded78078d39ab43ba3b70aa582ee7a765.jpg?imageView2/1/w/218/h/300
后宫的规条,7.8,剧情／爱情／惊悚,南希·特拉维斯／莎拉·米尔斯／阿特·马里克,1986-02-09,https://p0.pipi.cn/basicdata/54ecded78078d3b12de7aaa7c5cd88f45c1ba.jpg?imageView2/1/w/218/h/300
黑蜥蜴,6.7,古装,尔冬升／顾冠忠／岳华,1981-11-26,https://p0.pipi.cn/mmdb/d2dad592b1251b230f67cbfeb944b11a44ab7.jpg?imageView2/1/w/218/h/300
棒球英豪 没有背号的王牌投手,7.5,剧情／爱情／动画,三矢雄二／日高法子／难波圭一,1986-04-12,https://p0.pipi.cn/basicdata/54ecded78078d351ba338f57402acc31c2f10.jpg?imageView2/1/w/218/h/300
熊的故事,9.0,家庭／剧情／冒险,切基·卡尤／杰克华勒斯／巴特熊,1988-10-19,https://p0.pipi.cn/basicdata/54ecded78078d3cbae7e12f372650b306d2a6.jpg?imageView2/1/w/218/h/300
英俊少年,7.8,家庭／音乐,海因切·西蒙斯／保罗·达尔克／海因茨·莱纳克,1980,https://p0.pipi.cn/mmdb/d2dad592b1251b0faf7df5ea5f4580eeceeed.jpg?imageView2/1/w/218/h/300
