影片名称,评分,类型,主演,上映日期,图片URL
银河护卫队,9.2,动作／科幻／冒险,克里斯·帕拉特／佐伊·索尔达娜／布莱德利·库珀,2014-10-10,https://p0.pipi.cn/mmdb/fb7386022ff338395b3ba3c76ed0c9a96441a.jpg?imageView2/1/w/218/h/300
盟军敢死队,8.5,剧情／喜剧／动作／战争,亨利·卡维尔／艾莎·冈萨雷斯／阿兰·里奇森,2024-05-24 18:00,https://p0.pipi.cn/mmdb/54ecde8703051b537ce19b1300331f432b450.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
爱宠大机密2,8.9,喜剧／动画／冒险,帕顿·奥斯瓦尔特／冯绍峰／凯文·哈特,2019-07-05,https://p0.pipi.cn/mmdb/d2dad592537923f0ee50c8fc735cad14c2835.jpg?imageView2/1/w/218/h/300
侏罗纪公园3,7.6,动作／科幻／惊悚,山姆·尼尔／威廉姆·H·梅西／劳拉·邓恩,2002-01-23,https://p0.pipi.cn/mmdb/d2dad592c7e7e12c957e123fbead856f77bd6.jpg?imageView2/1/w/218/h/300
狗镇,8.4,剧情／悬疑／惊悚,妮可·基德曼／哈里特·安德森／劳伦·白考尔,2003-05-19,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cf3ee7aa4339e8fa89e0178.webp?imageView2/1/w/218/h/300
白蛇传说,6.0,爱情／动作／奇幻,李连杰／黄圣依／林峯,2011-09-28,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a35e19b5fb6c5383f6039a.jpg?imageView2/1/w/218/h/300
名侦探柯南：世纪末的魔术师,8.4,喜剧／动画／悬疑／犯罪,高山南／山口胜平／山崎和佳奈,1999-04-17,https://p0.pipi.cn/mmdb/d2dad592b1292387a9c9fd14dac3400fcce49.jpg?imageView2/1/w/218/h/300
玩具熊的五夜惊魂,暂无评分,喜剧／恐怖,伊丽莎白·莱尔／乔什·哈切森／马修·里兰德,2023-10-27,https://p0.pipi.cn/mmdb/fb738651ddd2ffb53587a9a210728cbb57a31.jpg?imageView2/1/w/218/h/300
你看起来好像很好吃,8.0,剧情／动画／家庭,山口胜平／原田知世／别所哲也,2010-10-16,https://p0.pipi.cn/basicdata/54ecded78078d357e2537cf5c3e98bff077a3.jpg?imageView2/1/w/218/h/300
致我们终将逝去的青春,8.3,爱情／青春,赵又廷／韩庚／杨子姗,2013-04-26,https://p0.pipi.cn/mmdb/d2dad592b125bf39dd8ea3c2897f077b73040.jpg?imageView2/1/w/218/h/300
邪不压正,7.7,剧情／喜剧／动作,姜文／彭于晏／廖凡,2018-07-13,https://p0.pipi.cn/mmdb/d2dad592b12f2a11e5c7ed62522dc0e5c5bdb.jpg?imageView2/1/w/218/h/300
水让我重生,暂无评分,纪录片,蒋裕燕／王李超／谢毛三,2023-10-22,https://p0.pipi.cn/mmdb/fb7386518075bfbe2ab535ba67a564eda8401.jpg?imageView2/1/w/218/h/300
挑战,9.0,动作／剧情,尤利娅·别列希尔德／弗拉基米尔·马什科夫／米洛斯·比柯维奇,2024-03-15 17:00,https://p0.pipi.cn/mmdb/54ecde9a8d3b122ff75015ab5fa8643c0da7f.jpg?imageView2/1/w/218/h/300
戴假发的人,暂无评分,犯罪／剧情／悬疑,黄晓明／王影璐／李从喜,,https://p0.pipi.cn/basicdata/54ecde33f2a807cbaee5bc0c7f360a9cc657b.jpg?imageView2/1/w/218/h/300
风语咒,9.0,动画／冒险／奇幻,路知行／阎萌萌／王宥霁,2018-08-03,https://p0.pipi.cn/mmdb/d2dad5925372ff92359257ba0bcdb44bd6fab.jpg?imageView2/1/w/218/h/300
超时空同居,8.7,喜剧／爱情／奇幻,雷佳音／佟丽娅／徐峥,2018-05-18,https://p0.pipi.cn/mmdb/d2dad592537923d7c357e2826e7a378753c4e.jpg?imageView2/1/w/218/h/300
红,6.9,爱情,夏帆／妻夫木聪／柄本佑,2020-02-21,https://p0.pipi.cn/basicdata/54ecded706d0e157e25bf12a9e896cde14a0b.jpg?imageView2/1/w/218/h/300
一闪一闪亮晶晶,暂无评分,剧情／音乐／歌舞,张晋／蓝盈莹／曾黎,,https://p0.pipi.cn/mmdb/fb7386029ab923c6967a35847345de987a9f2.jpg?imageView2/1/w/218/h/300
一点就到家,8.7,青春,刘昊然／彭昱畅／尹昉,2020-10-04 08:00,https://p0.pipi.cn/mmdb/d2dad5927a3be17e1202ff9da6032ddc9e7ad.jpg?imageView2/1/w/218/h/300
如此运动生涯,7.8,剧情／运动,理查德·哈里斯／亚瑟·罗维 ／雷纳德·洛塞特,1963-02-07,https://p0.pipi.cn/mmdb/25bfd68d8ea0fa2c95cf3ef8c225ba3437be5.jpg?imageView2/1/w/218/h/300
魔女,7.2,动作／悬疑,赵敏修／崔宇植／朴熙顺,2018-06-27,https://p0.pipi.cn/basicdata/54ecded70308d321f00faf2817ee4fde760fd.jpg?imageView2/1/w/218/h/300
龙珠超：布罗利,9.1,动画／动作／冒险,野泽雅子／堀川亮／中尾隆圣,2019-05-24,https://p0.pipi.cn/mmdb/d2dad5925372ff06d6d7c3a71b4087361ed15.jpg?imageView2/1/w/218/h/300
猫眼,暂无评分,喜剧,尼诺·曼弗莱迪／玛丽安杰拉·梅拉托／埃里·瓦拉赫,1975-12-18,https://p0.pipi.cn/mmdb/d2dad592b12b1217890fafd7d86d8a797c9b2.jpg?imageView2/1/w/218/h/300
犯罪都市,6.9,动作／犯罪,马东锡／尹启相／赵在允,2017-10-03,https://p0.pipi.cn/mmdb/d2dad59253751b2c957e1209c6d5ccee790aa.jpg?imageView2/1/w/218/h/300
乐高复仇者联盟：红色代码,5.7,喜剧／动作／科幻／动画,劳拉·贝利／海利·乔·奥斯蒙／威尔·弗里德尔,2023-10-27,https://p0.pipi.cn/mmdb/fb738651030ddd5bf1be122e8d4652ffcdfb8.jpg?imageView2/1/w/218/h/300
九层妖塔,5.7,剧情／动作／冒险,赵又廷／姚晨／凤小岳,2015-09-30,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12d2ff72c90cac887dedfd.jpg?imageView2/1/w/218/h/300
赎罪,8.2,爱情／剧情,凯拉·奈特莉／詹姆斯·麦卡沃伊／西尔莎·罗南,2008-02-22,https://p0.pipi.cn/mmdb/d2dad592c7e7e18ea302ffd26a75b7a5dd18c.jpg?imageView2/1/w/218/h/300
乐高大电影4D,暂无评分,动画,爱丽森·布里／尼克·奥弗曼／帕顿·奥斯瓦尔特,2016-01-29,https://p0.pipi.cn/mmdb/d2dad5927e10fa807767cb8b019801ceebc52.jpg?imageView2/1/w/218/h/300
三个强盗,8.2,喜剧／动画／家庭／犯罪,约阿希姆·科尔／贝拉·B·菲森海默／查理·哈纳,2007-10-18,https://p0.pipi.cn/mmdb/d2dad592b12923d7c3c9fdc128a53c36b907b.jpg?imageView2/1/w/218/h/300
正义联盟,8.6,动作／冒险／科幻,本·阿弗莱克／亨利·卡维尔／盖尔·加朵,2017-11-17,https://p0.pipi.cn/mmdb/d2dad5927e10faddd231397b01b9c9122118f.jpg?imageView2/1/w/218/h/300
多啦美与哆啦A梦族：机器人学校七不思议,8.5,科幻／动画／冒险,横泽启子／难波圭一,1996-03-02,https://p0.pipi.cn/basicdata/54ecded78070e157e217891651dcd82f8069d.jpg?imageView2/1/w/218/h/300
关于我妈的一切,9.3,剧情,徐帆／张婧仪／赵晓苏,2021-09-19,https://p0.pipi.cn/mmdb/d2dad5927a302fddd2be12e7e917a54c9ffa5.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
豚鼠系列之5：下水道的美人鱼,5.8,恐怖／爱情／惊悚,染井真理／齐木茂／久本雅美,1988-07-25,https://p0.pipi.cn/mmdb/d2dad592b1251bf2aa39dd259b0f6ec15797a.jpg?imageView2/1/w/218/h/300
绣春刀II：修罗战场,8.5,动作／古装／武侠,张震／杨幂／张译,2017-07-19,https://p0.pipi.cn/mmdb/d2dad5927e10faddd2281e2e0a15754913bf2.jpg?imageView2/1/w/218/h/300
关于我妈的一切,9.3,剧情,徐帆／张婧仪／赵晓苏,2021-09-19,https://p0.pipi.cn/mmdb/d2dad5927a302fddd2be12e7e917a54c9ffa5.jpg?imageView2/1/w/218/h/300
多啦美与哆啦A梦族：机器人学校七不思议,8.5,科幻／动画／冒险,横泽启子／难波圭一,1996-03-02,https://p0.pipi.cn/basicdata/54ecded78070e157e217891651dcd82f8069d.jpg?imageView2/1/w/218/h/300
野性的呼唤,9.1,剧情／冒险,哈里森·福特／丹·史蒂文斯／凯伦·吉兰,2020-11-13,https://p0.pipi.cn/mmdb/d2dad5925372ff39dd02ffe8f62032755d7c1.jpg?imageView2/1/w/218/h/300
绝望主夫,8.5,喜剧,常远／李嘉琦／王成思,2022-12-31 09:00,https://p0.pipi.cn/mmdb/fb7386028ea51b3ba3395b2e772c92498e990.jpg?imageView2/1/w/218/h/300
电锯惊魂10,暂无评分,悬疑／惊悚／恐怖,马特·帕斯摩尔／托宾·贝尔／肖妮·史密斯,2023-09-29,https://p0.pipi.cn/mmdb/fb7386d7b53ddd501592357b05a576c41314d.jpg?imageView2/1/w/218/h/300
权志龙,9.0,纪录片／音乐,权志龙／东永裴／李昇炫,2018-09-05,https://p0.pipi.cn/basicdata/54ecded7e7a0e1c9fd39dd6ee4962f8a25a36.jpg?imageView2/1/w/218/h/300
角斗士,8.5,动作／历史／战争／爱情,罗素·克劳／杰昆·菲尼克斯／康妮·尼尔森,2000-08-12,https://p0.pipi.cn/mmdb/d2dad592c7e7e167cbaf333034283cb5e4246.jpg?imageView2/1/w/218/h/300
回廊亭,8.9,犯罪／悬疑／爱情,任素汐／刘敏涛／李传缨,2023-03-10 09:00,https://p0.pipi.cn/mmdb/fb73869ad7c5bf9257be12a190e022145f7a2.jpg?imageView2/1/w/218/h/300
X战警3：背水一战,8.3,动作／科幻／冒险,休·杰克曼／哈莉·贝瑞／帕特里克·斯图尔特,2006-09-08,https://p0.pipi.cn/mmdb/d2dad592b1251b92352ff77ce516e65cb93e9.jpg?imageView2/1/w/218/h/300
小姐,7.9,剧情／悬疑／爱情,河正宇／金敏喜／金泰梨,2016-06-01,https://p0.pipi.cn/mmdb/d2dad592b12f2ae7aa11e5638129ec420e07d.jpg?imageView2/1/w/218/h/300
宝贝计划,8.4,喜剧／动作,成龙／古天乐／许冠文,2006-09-28,https://p0.pipi.cn/mmdb/d2dad592b1251b537c281ecce54aebb32faf3.jpg?imageView2/1/w/218/h/300
疯狂丑小鸭,8.1,动画／冒险,王雪沁／杨进／张洋,2016-10-03,https://p0.pipi.cn/mmdb/d2dad592030c7e537c2c95d84db20ace29b5a.jpg?imageView2/1/w/218/h/300
死神来了,8.2,恐怖／剧情／悬疑／惊悚,戴文·萨瓦／艾丽·拉特／西恩·威廉·斯科特,2000-03-17,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b535be2a1f5340a8e60ef2e.jpg?imageView2/1/w/218/h/300
南京！南京！,8.0,剧情／战争／历史,刘烨／范伟／中泉英雄,2009-04-22,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a3511e5f35f78b4fe3fe85.jpg?imageView2/1/w/218/h/300
青春期猪头少年不会梦到娇怜外出妹,7.3,剧情／动画,石川界人／濑户麻沙美／久保由利香,2023-06-23,https://p0.pipi.cn/mmdb/fb7386873390fa230fecd8cb318e56997c66f.jpg?imageView2/1/w/218/h/300
祖宗十九代,7.7,喜剧／奇幻,岳云鹏／吴京／吴秀波,2018-02-16,https://p0.pipi.cn/mmdb/d2dad5925379235015b535f462b1b0782be40.jpg?imageView2/1/w/218/h/300
追逐繁星的孩子,7.5,动画／奇幻／冒险,金元寿子／井上和彦／入野自由,2011-05-07,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b5352c95e61d826a7743736.jpg?imageView2/1/w/218/h/300
非礼勿视,5.9,恐怖／惊悚,克雷格·霍纳／克里斯蒂娜·怀道尔／Trent Huen,2006-05-19,https://p0.pipi.cn/mmdb/d2dad592b1251b80777a355c464052715b067.jpg?imageView2/1/w/218/h/300
驴得水,8.5,剧情／喜剧,任素汐／大力／刘帅良,2016-10-28,https://p0.pipi.cn/mmdb/d2dad59206d0fa300b02ffdf5398e86199ca7.jpg?imageView2/1/w/218/h/300
斯蒂芬·库里：不容小觑,8.1,纪录片／运动,史蒂芬·库里,2023-01-23,https://p0.pipi.cn/mmdb/fb738671537ddd02ff338f7ab585d2cb6fa08.jpg?imageView2/1/w/218/h/300
血战钢锯岭,9.3,剧情／战争／历史／传记,安德鲁·加菲尔德／雨果·维文／卢克·布雷西,2016-12-08,https://p0.pipi.cn/mmdb/d2dad5927e10fa87a93ba337d56c4789668c1.jpg?imageView2/1/w/218/h/300
魔力麦克,6.4,剧情／喜剧,查宁·塔图姆／马修·麦康纳／马特·波莫,2012-06-24,https://p0.pipi.cn/mmdb/d2dad5927a3be18ea38ea3b9797ebe3249c49.jpg?imageView2/1/w/218/h/300
罗曼蒂克消亡史,7.6,剧情／动作／悬疑,葛优／章子怡／浅野忠信,2016-12-16,https://p0.pipi.cn/mmdb/d2dad592b12f2a7e12030c9894f8981985660.webp?imageView2/1/w/218/h/300
昨日青空,8.5,剧情／动画,苏尚卿／王一博／段艺璇,2018-10-26,https://p0.pipi.cn/mmdb/d2dad592b12f2a8077e5bc062fa73986cd58b.jpg?imageView2/1/w/218/h/300
我，堂吉诃德,暂无评分,,,,https://p0.pipi.cn/mmdb/d2dad5927a3be107ac8d335ca4ec3efa1eddb.jpg?imageView2/1/w/218/h/300
新大头儿子和小头爸爸3：俄罗斯奇遇记,8.6,动画／冒险／奇幻,刘纯燕／董浩／鞠萍,2018-07-06,https://p0.pipi.cn/mmdb/d2dad5925372ffb5353ba37905dd4e9daed35.jpg?imageView2/1/w/218/h/300
忌日快乐,8.3,喜剧／恐怖／惊悚,杰西卡·罗德／伊瑟尔·布罗萨德／露比·莫迪恩,2018-02-02,https://p0.pipi.cn/mmdb/d2dad59253751bbe2a11e5dab94b5f2f901ef.jpg?imageView2/1/w/218/h/300
G.E.M. 邓紫棋“差不多28”生日会,暂无评分,音乐／真人秀,邓紫棋,,https://p0.pipi.cn/basicdata/54ecded7c698d307ac3ba30e055088e13a3f2.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
独自·上场,暂无评分,剧情／运动／传记,胡歌／李娜／文森特·卡索,,https://p0.pipi.cn/mmdb/d2dad592b12f2aecd88ea394dd6e67497ba52.jpg?imageView2/1/w/218/h/300
机动战士高达NT,8.7,科幻／动画／战争,榎木淳弥／村中知／松浦爱弓,2019-07-12,https://p0.pipi.cn/mmdb/d2dad5925370fa0fafd236bc65b76b6f6522d.jpg?imageView2/1/w/218/h/300
杀破狼·贪狼,8.5,悬疑／动作／犯罪,古天乐／吴樾／林家栋,2017-08-17,https://p0.pipi.cn/mmdb/d2dad5927e10fa5bf1be2a11cc60917979085.jpg?imageView2/1/w/218/h/300
悟·空,暂无评分,古装／奇幻,王宁／王栎昂／刘书含,2023-02-24,https://p0.pipi.cn/mmdb/d2dad52ff2a02f230f16bd69515d90dcfeb6f.jpg?imageView2/1/w/218/h/300
碟中谍5：神秘国度,9.0,动作／惊悚／冒险,汤姆·克鲁斯／杰瑞米·雷纳／丽贝卡·弗格森,2015-09-08,https://p0.pipi.cn/mmdb/d2dad592b125bf395b3139ba830a05a6fd36a.jpg?imageView2/1/w/218/h/300
了不起的盖茨比,8.5,剧情／爱情,莱昂纳多·迪卡普里奥／托比·马奎尔／凯瑞·穆里根,2013-08-30,https://p0.pipi.cn/mmdb/d2dad592b125bfe5bc06d695518aa6180df82.jpg?imageView2/1/w/218/h/300
一句顶一万句,7.6,剧情,毛孩／李倩／刘蓓,2016-11-04,https://p0.pipi.cn/mmdb/d2dad5927e10fab53539ddaf5c43fcdc091cb.webp?imageView2/1/w/218/h/300
我的爸爸是国王,8.6,动画／奇幻／家庭,禹祥／绿绮／小鹿,2017-05-27,https://p0.pipi.cn/mmdb/d2dad59253751bbe2a02ff0a3200914bcd8c5.jpg?imageView2/1/w/218/h/300
开心超人之英雄的心,8.7,剧情／动画／科幻,刘红韵／邓玉婷／严彦子,2022-07-22 09:00,https://p0.pipi.cn/mmdb/fb7386028ea923281e67cb43115a0153a75a3.jpg?imageView2/1/w/218/h/300
铁血战士2,6.6,科幻／惊悚,丹尼·格洛弗／加里·布塞／凯文·彼得·豪尔,1990-11-21,https://p0.pipi.cn/basicdata/54ecded7c698d3339e21f01f010e208aa320f.jpg?imageView2/1/w/218/h/300
怒海营救,暂无评分,剧情／动作／警匪／悬疑,丁海峰／于荣光／高曙光,,https://p0.pipi.cn/mmdb/54ecded787a33887a9cf3ec9a12a5c9e9b802.jpg?imageView2/1/w/218/h/300
南方车站的聚会,7.9,剧情／犯罪,胡歌／桂纶镁／廖凡,2019-12-06,https://p0.pipi.cn/mmdb/d2dad5925372ffddd22c95afc6a45424f25cd.jpg?imageView2/1/w/218/h/300
第九区,8.3,动作／惊悚／科幻,沙尔托·科普雷／詹森·库伯／威廉·艾伦·扬,2009-11-27,https://p0.pipi.cn/mmdb/d2dad592b1292339ddb12d048066e8cc83d1c.jpg?imageView2/1/w/218/h/300
天降大任,9.1,喜剧／奇幻／冒险／动画,苏尚卿／李璐／叶知秋,2024-01-06 09:00,https://p0.pipi.cn/mmdb/54ecde8d0fab127a35395b23a6fded4f8c093.jpg?imageView2/1/w/218/h/300
回忆录：异形起源故事,7.4,纪录片,维罗尼卡·卡维特 ／罗杰·克里斯蒂安／罗杰·科尔曼,2019-01-24,https://p0.pipi.cn/basicdata/54ecded706d0e167cbbe2a87f37c16a130167.jpg?imageView2/1/w/218/h/300
失控玩家,8.9,动作／冒险,瑞安·雷诺兹／朱迪·科默／里尔·莱尔·哈瓦瑞,2021-08-27,https://p0.pipi.cn/mmdb/d2dad59253751b3ba3c696edc5e2e0de3cf53.jpg?imageView2/1/w/218/h/300
美丽人生,9.3,战争／剧情／爱情,罗伯托·贝尼尼／朱斯蒂诺·杜拉诺／赛尔乔·比尼·布斯特里克,2020-01-03,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d2367a3507befaed31a5903.jpg?imageView2/1/w/218/h/300
GT赛车：极速狂飙,9.2,冒险／运动／动作／剧情,大卫·哈伯／奥兰多·布鲁姆／阿奇·马德基,2023-09-01 09:00,https://p0.pipi.cn/mmdb/fb738633537ddd06d6b535b5b7e208afc817f.jpg?imageView2/1/w/218/h/300
一个男人和一个女人,暂无评分,剧情／都市,黄渤／倪妮／周励淇,2024-06-19,https://p0.pipi.cn/mmdb/54ecde71e7a51b07ac7e121bb904a37729e23.jpg?imageView2/1/w/218/h/300
广州百丽宫影院有限公司2023德国电影展,暂无评分,,,,https://p0.pipi.cn/mmdb/fb7386920faddd50c8339e06a3ffddb7804d8.jpg?imageView2/1/w/218/h/300
速度与激情3：东京漂移,6.3,犯罪／动作,卢卡斯·布莱克／布莱恩·泰／纳塔莉·凯利,2006-06-16,https://p0.pipi.cn/mmdb/d2dad592b1251b807757e2f1e8b328d50e92c.jpg?imageView2/1/w/218/h/300
明日之战,8.6,动作／科幻／冒险,克里斯·帕拉特／伊冯娜·斯特拉霍夫斯基／艾德文·霍德吉,2021-09-03,https://p0.pipi.cn/mmdb/d2dad5925378070faf7df53fdaca85ad4d727.jpg?imageView2/1/w/218/h/300
木乃伊3,5.3,动作／惊悚／奇幻／冒险,布兰登·费舍／李连杰／玛丽亚·贝罗,2008-09-02,https://p0.pipi.cn/mmdb/d2dad592b1251b230f339edca91a0dd57f24e.jpg?imageView2/1/w/218/h/300
火影忍者疾风传剧场版：终章,9.0,喜剧／动作／动画／冒险,竹内顺子／水树奈奈／福山润,2014-12-06,https://p0.pipi.cn/mmdb/54ecde02ddd92371f702ff5d3e6cc29554216.jpg?imageView2/1/w/218/h/300
紧急救援,9.2,剧情／灾难／动作,彭于晏／王彦霖／辛芷蕾,2020-12-18 08:00,https://p0.pipi.cn/mmdb/d2dad59206df2ae7aa3ba31a152ddc44276aa.jpg?imageView2/1/w/218/h/300
富富得正,暂无评分,,,,https://p0.pipi.cn/mmdb/d2dad5927a39ab71f706d6cf0f6d08b07e859.jpg?imageView2/1/w/218/h/300
印度制造,暂无评分,爱情／剧情,瓦伦·达万／安努舒卡·莎玛／拉格胡维尔·亚达夫,2023-03-31,https://p0.pipi.cn/mmdb/fb73869a8eac7e06d687a9500d5ee044b2771.jpg?imageView2/1/w/218/h/300
画江湖之不良人：玄冥教,暂无评分,,,,https://p0.pipi.cn/mmdb/25bfd6d75bf80750c8e5bc297bc84c5d7058b.jpg?imageView2/1/w/218/h/300
点到为止,暂无评分,喜剧,尹正／黄才伦／张一鸣,,https://p0.pipi.cn/mmdb/fb7386ddbe1923e19bc9fd03e027bf0083889.jpg?imageView2/1/w/218/h/300
导火线,8.3,动作／犯罪,甄子丹／古天乐／邹兆龙,2007-08-03,https://p0.pipi.cn/mmdb/d2dad592b1251b9257537c1fda4fcb7a4af01.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
忠犬八公的故事,9.3,剧情,Forest／理查·基尔／琼·艾伦,2009-06-13,https://p0.pipi.cn/basicdata/54ecded7c690e150c8e7aad854da5aacdbc82.jpg?imageView2/1/w/218/h/300
棉花糖和云朵妈妈1宝贝芯计划,9.0,喜剧／动画／冒险,陈苏／郏捷／耿晨晨,2023-07-01 08:00,https://p0.pipi.cn/mmdb/fb7386d78d351b2c95cbae239d89a1b0cb117.jpg?imageView2/1/w/218/h/300
甜蜜蜜,9.2,剧情／爱情,黎明／张曼玉／杜可风,2015-02-13,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e5923582b4ff3cc6f81bb.jpg?imageView2/1/w/218/h/300
速度与激情2,6.3,动作／犯罪,保罗·沃克／泰瑞斯·吉布森／伊娃·门德斯,2003-06-03,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e52ff752ef8e5138cfbb3.jpg?imageView2/1/w/218/h/300
壮志凌云2：独行侠,7.7,动作,汤姆·克鲁斯／迈尔斯·特勒／詹妮弗·康纳利,2022-05-27,https://p0.pipi.cn/mmdb/25bfd69a11e338281ecf3e9cd528108408372.jpg?imageView2/1/w/218/h/300
灰姑娘,8.5,爱情／奇幻／冒险,莉莉·詹姆斯／理查德·麦登／凯特·布兰切特,2015-03-13,https://p0.pipi.cn/mmdb/fb7386022ff338b860cbae3ff1698862735d2.jpg?imageView2/1/w/218/h/300
天马流星,暂无评分,励志／热血,阿如那／马伯骞,,https://p0.pipi.cn/basicdata/54ecde337e13383ba3338f80f26a0becfd459.jpg?imageView2/1/w/218/h/300
YOASOBI - THE FILM,暂无评分,音乐,几田莉拉,2022-03-23,https://p0.pipi.cn/mmdb/fb7386d77a333816bd21f00f56f5e4c9f01a1.jpg?imageView2/1/w/218/h/300
007：幽灵党,8.0,动作／惊悚／冒险,丹尼尔·克雷格／克里斯托弗·沃尔兹／蕾雅·赛杜,2015-11-13,https://p0.pipi.cn/mmdb/d2dad592b125bf31392ff7baae295a3c5a10a.jpg?imageView2/1/w/218/h/300
咒术回战 special event fes2021,暂无评分,真人秀,榎木淳弥／内田雄马／濑户麻沙美,2021-06-13,https://p0.pipi.cn/basicdata/54ecded7c698d32ff721f01e1182a83a2e1ee.jpg?imageView2/1/w/218/h/300
蚁人2：黄蜂女现身,8.8,动作／冒险／科幻,保罗·路德／伊万杰琳·莉莉／迈克尔·佩纳,2018-08-24,https://p0.pipi.cn/mmdb/d2dad5927e10fa7e12d23ce1d96c1943b7cc6.jpg?imageView2/1/w/218/h/300
印式英语,9.0,剧情／喜剧／家庭,希里黛玉／阿迪勒·侯赛因／梅迪·内博,2023-02-24 18:00,https://p0.pipi.cn/mmdb/fb7386028ea51b7df5c9fdaf819184fb7d9a5.jpg?imageView2/1/w/218/h/300
狄仁杰之通天帝国,7.9,动作／悬疑／古装,刘德华／李冰冰／梁家辉,2010-09-29,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a35cf3e52e95a05c9492e7.jpg?imageView2/1/w/218/h/300
霍比特人2：史矛革之战,9.1,剧情／动作／冒险／奇幻,伊恩·麦克莱恩／马丁·弗瑞曼／理查德·阿米蒂奇,2014-02-21,https://p0.pipi.cn/mmdb/d2dad592b125bf21f0b860e2b4f901f7adae9.jpg?imageView2/1/w/218/h/300
皮皮鲁与鲁西西之罐头小人,9.2,奇幻／喜剧／儿童,庄则熙／洪悦熙／任飞儿,2021-09-30 14:00,https://p0.pipi.cn/mmdb/d2dad5927a30e151ba07ac3327aa992827088.jpg?imageView2/1/w/218/h/300
尖峰时刻,7.1,动作,成龙／克里斯·塔克／汤姆·威尔金森,1998-09-18,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cbae339e2682f4b81e7e753.jpg?imageView2/1/w/218/h/300
电锯惊魂,8.2,悬疑／惊悚／恐怖,雷·沃纳尔／加利·艾尔维斯／丹尼·格洛弗,2004-01-19,https://p0.pipi.cn/basicdata/54ecded7e7a0e1925787a9e9c7910ed294e9a.jpg?imageView2/1/w/218/h/300
哆啦A梦：伴我同行,9.0,剧情／喜剧／动画,水田山葵／哆啦A梦／大雄,2015-05-28,https://p0.pipi.cn/mmdb/d2dad592b125bf230f339ea09cfd0d7a7f2ec.webp?imageView2/1/w/218/h/300
门前宝地,暂无评分,剧情／历史／动作,向佐／郭碧婷／安志杰,2023-06-11,https://p0.pipi.cn/mmdb/fb7386335bf51b2ff757e2d509f343267e3f2.jpg?imageView2/1/w/218/h/300
激战,8.9,剧情／运动／动作,张家辉／彭于晏／李馨巧,2013-08-16,https://p0.pipi.cn/mmdb/d2dad592b125bfc9fd02ff046dfa2945a4f0f.jpg?imageView2/1/w/218/h/300
